hgnc_symbol	log2FoldChange	pvalue	padj	ensembl_gene_id_version	chromosome_name	start_position	end_position	strand
NETO1	3.39266681287779	6.9395180999793e-23	1.62255408231931e-21	ENSG00000166342.19	18	72742314	72868146	-
CRABP1	-1.88082823749886	1.16337421663087e-09	4.85444052890491e-09	ENSG00000166426.8	15	78340353	78348225	+
DENND2B	-1.1880581335907	5.40830038897581e-27	2.0388559829113e-25	ENSG00000166444.19	11	8693351	8910951	-
CENPN	1.32614082839365	2.81220591291435e-17	3.00986753640006e-16	ENSG00000166451.14	16	81006552	81033114	+
PRKCB	-1.76820815226577	5.11620602589288e-25	1.63818448597289e-23	ENSG00000166501.14	16	23835983	24220611	+
CLEC3A	-1.49889993410953	3.49270184066191e-05	8.13346252254464e-05	ENSG00000166509.12	16	78022515	78066761	+
GALR1	-1.62954773966366	4.0408267893666e-12	2.37920930725678e-11	ENSG00000166573.6	18	77249848	77277900	+
CDH16	-3.61806024698652	1.61033582674994e-12	9.71298185074175e-12	ENSG00000166589.13	16	66908122	66918917	-
CFAP52	1.01789239154239	2.45243721465065e-10	1.16232426848289e-09	ENSG00000166596.15	17	9576627	9643447	+
CHRFAM7A	-1.1075148143658	8.2213480198462e-10	3.49513071667959e-09	ENSG00000166664.15	15	30360566	30393849	-
MMP10	1.08463236808376	7.7382839705154e-07	2.3367575896232e-06	ENSG00000166670.10	11	102770502	102780628	-
HTR3A	1.18353957392072	7.68376904018206e-06	1.94933231592176e-05	ENSG00000166736.12	11	113975075	113990313	+
ACSM1	2.80321308630966	1.13558151726672e-30	6.68936536332159e-29	ENSG00000166743.10	16	20623235	20698890	-
BMERB1	-1.21016820020222	6.32346191798276e-27	2.59337644930656e-25	ENSG00000166780.11	16	15434475	15625028	+
PCLAF	1.05427017528711	4.38786444711147e-13	2.92443306485515e-12	ENSG00000166803.14	15	64364304	64387687	-
MESP1	1.37844033379901	2.33386471190212e-11	1.2510536548355e-10	ENSG00000166823.6	15	89749875	89751249	-
RBPMS2	-1.19815824750332	2.00984326491486e-20	3.43175247539499e-19	ENSG00000166831.9	15	64739891	64775589	-
NAV2	-1.37399609397241	7.67684044895889e-22	1.51494683601406e-20	ENSG00000166833.23	11	19350724	20121601	+
GLYATL1	1.78416448147961	9.95447198470231e-20	1.52684501725713e-18	ENSG00000166840.14	11	58905398	59043527	+
PLK1	1.3978365336606	3.06125985621941e-20	4.82428378701746e-19	ENSG00000166851.15	16	23677656	23690367	+
CHP2	-2.08479887682326	1.69284835691163e-14	1.31937019866105e-13	ENSG00000166869.3	16	23755026	23758935	+
ELFN2	1.27405426868363	2.30962140154295e-11	1.30679434758828e-10	ENSG00000166897.16	22	37367960	37427479	-
C15orf48	1.94040603826857	5.2435327833219e-13	3.51766502053297e-12	ENSG00000166920.13	15	45430579	45448761	+
NYAP1	-1.28804700560662	1.41816300352887e-21	2.68268899876454e-20	ENSG00000166924.9	7	100483927	100494802	+
TGM6	1.87009111233766	2.34426361098123e-05	5.45340417985974e-05	ENSG00000166948.10	20	2380901	2432753	+
CCDC178	-1.6174051596118	2.14829222632656e-19	3.1617461881128e-18	ENSG00000166960.17	18	32937402	33441101	-
MS4A15	2.60120371340626	0.000186664050262729	0.000388476375602048	ENSG00000166961.15	11	60756867	60776733	+
MAP1A	-1.52383596106909	5.21779342872996e-25	1.57721577805767e-23	ENSG00000166963.13	15	43510958	43531620	+
TCP10L2	-1.27799205500304	0.000536421406877506	0.00446103264302061	ENSG00000166984.12	6	167146414	167196913	+
NAT16	1.24288397437888	2.91288717929319e-06	7.86888761014432e-06	ENSG00000167011.9	7	101170496	101180293	-
TERB2	-1.68182857346659	3.94713212889235e-06	8.34406911758219e-06	ENSG00000167014.11	15	44956687	44979229	+
ACSF2	-1.43153027399993	5.93647943830867e-22	1.30011776773024e-20	ENSG00000167107.13	17	50426158	50474845	+
ANKRD40CL	1.23160947999582	2.1315291048734e-05	4.98525559658099e-05	ENSG00000167117.10	17	50761029	50767557	-
GPRC5B	-1.84825771037795	9.80470822002236e-50	2.31448078034894e-47	ENSG00000167191.12	16	19856691	19886167	-
LOXHD1	-1.58540200701061	4.94521345461094e-11	2.37603000388932e-10	ENSG00000167210.17	18	46476972	46657220	-
IGF2	1.09338604888652	1.14937830495187e-05	2.85525819050257e-05	ENSG00000167244.22	11	2129112	2158391	-
RBFOX3	-1.81783469807891	1.26804620614002e-17	1.48257714880261e-16	ENSG00000167281.20	17	79089345	79611051	-
OR51E2	2.4036451372985	8.3826763343364e-24	2.1202752189156e-22	ENSG00000167332.9	11	4680171	4697854	-
MMP26	3.01227605302892	1.50252629001673e-34	1.29302024809166e-32	ENSG00000167346.9	11	4704784	4992431	+
CA4	-1.78600165388511	1.08574763113908e-16	1.12116349766082e-15	ENSG00000167434.10	17	60149942	60170899	+
AQP2	-9.26917917820369	6.91913446746262e-64	2.95488176389612e-61	ENSG00000167580.8	12	49950737	49958878	+
GPD1	-2.40328094809154	2.31791596949024e-28	1.04751850553194e-26	ENSG00000167588.13	12	50103982	50111313	+
TMEM145	1.57036504482405	1.98801660990142e-15	1.67733871323236e-14	ENSG00000167619.13	19	42313309	42325064	+
PPP1R14A	-1.09971958935302	1.90860275225182e-10	9.35468436956379e-10	ENSG00000167641.11	19	38251237	38256532	-
DNAAF3	1.7191326493133	2.4182990823096e-18	3.07543965847166e-17	ENSG00000167646.14	19	55158661	55166722	-
ATCAY	-1.25129576327857	1.62825188710255e-11	9.02258320683976e-11	ENSG00000167654.18	19	3879864	3928082	+
LY6D	-3.1545572518266	3.93468981409901e-19	5.35790581401643e-18	ENSG00000167656.5	8	142784882	142786539	-
PLIN4	-1.21185433188523	2.72407491113116e-15	2.40961556624692e-14	ENSG00000167676.5	19	4502192	4518486	-
MFSD3	1.06520120427311	2.98830530365938e-19	4.30974322422352e-18	ENSG00000167700.9	8	144509070	144511213	+
KIFC2	1.09850789896054	1.27259228033544e-13	9.15446001701847e-13	ENSG00000167702.13	8	144466043	144474202	+
SERPINF2	-1.60289728165303	7.71470702100027e-23	1.78378593892715e-21	ENSG00000167711.14	17	1742836	1755265	+
TRPV3	-1.31602688485278	1.31773209792639e-13	8.8751062658454e-13	ENSG00000167723.15	17	3510502	3557812	-
GGT6	-1.29077977651906	6.88734906955644e-11	3.68024947794277e-10	ENSG00000167741.11	17	4556927	4560818	-
KLK6	-1.12623220450717	5.11407549367955e-06	1.3762508400201e-05	ENSG00000167755.15	19	50958631	50969673	-
KRT1	-1.11549102806635	8.12899432223644e-06	2.05341291420752e-05	ENSG00000167768.4	12	52674736	52680407	-
ACER1	-1.19566584458051	3.55836735121967e-09	1.44503068675949e-08	ENSG00000167769.5	19	6306142	6333612	-
NUDT8	1.82428578802311	8.31334066447757e-18	9.9321971615204e-17	ENSG00000167799.10	11	67627938	67629937	-
TBX10	3.35953514767321	4.23389698264844e-18	5.23971121120974e-17	ENSG00000167800.10	11	67631303	67639763	-
	1.77169858188053	3.56645637370838e-08	1.20530382812659e-07	ENSG00000167807.15	19	10305427	10316009	-
TEKT1	1.80744604716176	1.86885098348041e-05	4.52092611759784e-05	ENSG00000167858.13	17	6789133	6831761	-
MGAT5B	1.7602826117708	1.88045474088197e-17	2.15235477213435e-16	ENSG00000167889.13	17	76868404	76950393	+
TK1	1.21252061246595	4.08278805077028e-17	4.53541263295336e-16	ENSG00000167900.12	17	78174091	78187233	-
GSDMA	1.46773828375654	5.266253866728e-15	4.28394606860323e-14	ENSG00000167914.12	17	39953263	39977768	+
KRT24	-5.03645082923669	2.91055456301355e-39	3.55683246754887e-37	ENSG00000167916.5	17	40697991	40703752	-
RAB26	1.2204578575096	9.86852770084947e-16	9.22592429960613e-15	ENSG00000167964.13	16	2140803	2154165	+
DNASE1L2	1.49992137505719	1.09432167828132e-17	1.29070141652249e-16	ENSG00000167968.13	16	2235816	2238711	+
CASKIN1	1.73607181624073	1.45546317851168e-33	1.07019569245517e-31	ENSG00000167971.16	16	2177180	2196605	-
VWCE	-1.38974934130747	5.66729246901722e-20	8.59715892981179e-19	ENSG00000167992.14	11	61258286	61295316	-
PLAAT5	-2.18886423817123	9.28129879303929e-33	6.22041624611757e-31	ENSG00000168004.10	11	63461404	63491194	-
ENTPD3	-1.35091750192807	9.17281004045377e-22	1.78050319764983e-20	ENSG00000168032.10	3	40387184	40428744	+
MAJIN	1.18188097996095	4.86883299044314e-07	1.45945529666558e-06	ENSG00000168070.12	11	64937517	64972108	-
SCARA3	-1.74739008906345	5.3816241303777e-37	5.82318702872066e-35	ENSG00000168077.14	8	27633868	27676776	+
PBK	1.44008853708062	3.42332122468145e-14	2.56580836037428e-13	ENSG00000168078.10	8	27809624	27838082	-
SCARA5	-2.18860975182614	3.6508566595948e-17	4.03287103322014e-16	ENSG00000168079.17	8	27869883	27992673	-
FAM83B	-1.99254558153296	1.42210644167022e-18	1.87610917685615e-17	ENSG00000168143.9	6	54846771	54945099	+
DDIT4	-1.21316904850897	1.25989880558368e-17	1.41140954277509e-16	ENSG00000168209.6	10	72273919	72276036	+
FOXI1	-2.02788812075667	3.74817126358435e-08	1.29626548799805e-07	ENSG00000168269.10	5	170105897	170109734	+
H1-4	1.34872872459641	8.01053011050576e-23	1.77581005148483e-21	ENSG00000168298.7	6	26156329	26157115	+
ACOX2	-1.54772707974868	5.58525266067375e-23	1.2627625413118e-21	ENSG00000168306.13	3	58505136	58537283	-
FAM107A	-1.58031162856686	3.24727319572418e-24	8.82384719987746e-23	ENSG00000168309.18	3	58564117	58627610	-
INSM2	2.74347781998612	5.73549445212995e-10	2.44405181484344e-09	ENSG00000168348.4	14	35534164	35537054	+
SCN11A	-2.00982771482592	2.18856579510798e-32	1.44750481110081e-30	ENSG00000168356.13	3	38845764	39052157	-
MFSD2A	-5.97711121568131	2.33252467004166e-162	4.18873143449015e-158	ENSG00000168389.18	1	39955112	39969968	+
BDKRB2	-1.02842110716201	2.56415714810517e-10	1.2818217900479e-09	ENSG00000168398.7	14	96204679	96244166	+
KCNG4	-1.63963138394784	1.76195624161708e-07	5.4353188895838e-07	ENSG00000168418.8	16	84218657	84240012	-
HR	-1.05290689701603	1.75513594400831e-13	1.21429006353064e-12	ENSG00000168453.16	8	22114419	22133384	-
LGI3	-1.34195327831464	1.19858229606591e-12	7.49231653546835e-12	ENSG00000168481.9	8	22146830	22157084	-
SFTPC	-2.2523445278903	1.55470140673393e-12	9.57248865560693e-12	ENSG00000168484.13	8	22156913	22164479	+
PHYHIP	-1.2662699348323	2.97515773732214e-14	2.23900024999996e-13	ENSG00000168490.14	8	22219703	22232101	-
CCDC110	1.03051822369817	7.6832580470616e-20	1.18643001709135e-18	ENSG00000168491.10	4	185445182	185471752	-
CAVIN2	-1.31105412301343	6.21238112312685e-22	1.29790696150853e-20	ENSG00000168497.5	2	191834310	191847088	-
GBX2	4.46146429223545	2.63943160965275e-06	6.97473820341174e-06	ENSG00000168505.7	2	236165236	236168386	-
GFRA2	-1.62972355228881	2.49893747219792e-25	7.67246872156326e-24	ENSG00000168546.11	8	21690398	21812357	-
ADAM29	-1.89095177625767	0.00471884475868714	0.00822173233376347	ENSG00000168594.15	4	174829668	174978180	+
ADAM18	1.75710687580354	8.58022107070048e-10	2.90150195500519e-09	ENSG00000168619.16	8	39584489	39730065	+
WFDC13	-2.74398924175756	0.000271981549147887	0.000441077298332089	ENSG00000168634.5	20	45702038	45708817	+
ZNF30	1.30765515426803	4.97785098134912e-25	1.46304253049915e-23	ENSG00000168661.15	19	34926903	34945170	+
UGT3A2	-1.0298062806671	1.60763871098865e-05	3.97810500237493e-05	ENSG00000168671.10	5	36035021	36071358	-
SLC16A4	-1.06445351655631	4.5230089590616e-22	9.20859466753383e-21	ENSG00000168679.18	1	110362851	110391082	-
LRP1B	-1.64937072405185	1.32905221092398e-14	1.05260626338422e-13	ENSG00000168702.18	2	140231423	142131016	-
GSTM4	-1.20215331874689	1.60462389011134e-25	5.53996672310647e-24	ENSG00000168765.18	1	109656099	109674836	+
SHOX2	1.33832178419764	4.20128492215534e-08	1.46470299332942e-07	ENSG00000168779.21	3	158095905	158106420	-
NSG1	-1.56352073814292	5.81181724513197e-13	4.04432925229605e-12	ENSG00000168824.15	4	4348140	4419058	+
HTR1E	-2.2057399823641	8.78540444906272e-10	3.84708551525831e-09	ENSG00000168830.8	6	86937528	87016679	+
SOX14	1.77541693443979	1.20357951448432e-08	4.87653154801926e-08	ENSG00000168875.3	3	137764315	137766334	+
SFTPB	-1.87041348959591	3.51067444564384e-08	1.21353700728969e-07	ENSG00000168878.19	2	85657314	85668741	-
CTRB1	1.11505609829262	0.0030403176298566	0.00546277264511886	ENSG00000168925.12	16	75218988	75226338	+
CTRB2	1.66847566133816	0.000358444717059985	0.000571474624784777	ENSG00000168928.13	16	75204103	75207161	-
TRIM49	3.15873189138376	0.00775957256845285	0.0122887177926838	ENSG00000168930.13	11	89797655	89808575	-
TM4SF20	2.80649557912204	1.85203660759059e-06	4.09899625717657e-06	ENSG00000168955.4	2	227362038	227381995	-
CPLX1	1.49931615559981	4.73223137658513e-38	5.32459689383752e-36	ENSG00000168993.15	4	784957	826129	-
NTSR2	1.3441806173789	0.0118418520815027	0.0148636555484319	ENSG00000169006.7	2	11658178	11670195	-
ATP5ME	1.28999519639832	3.47301666899234e-16	3.56068516690243e-15	ENSG00000169020.10	4	672436	674330	-
VCX3A	1.00754845760748	0.00788064069920123	0.0102301503390678	ENSG00000169059.13	X	6533618	6535118	-
ZBBX	2.10210463012671	1.601271912473e-08	5.80324659011808e-08	ENSG00000169064.13	3	167239843	167407874	-
ROR2	-1.24249012890358	7.04920380722257e-17	7.36388611032694e-16	ENSG00000169071.15	9	91563091	91950228	-
PARM1	-1.109024537608	2.20928002526163e-20	3.79042880675478e-19	ENSG00000169116.11	4	74933095	75050115	+
AFAP1L2	-1.62800498275498	2.34889407701208e-37	2.59916289403256e-35	ENSG00000169129.16	10	114294824	114404756	-
RAB3B	1.00291868611585	4.77818299986857e-14	3.55590125210422e-13	ENSG00000169213.7	1	51907956	51990700	-
OR6F1	2.30421205641815	1.91320933785626e-08	6.75035905036818e-08	ENSG00000169214.5	1	247711436	247716646	-
CXCL11	1.26623987267625	4.37818926902272e-10	2.12488831005766e-09	ENSG00000169248.13	4	76033682	76041415	-
GPRIN1	1.25164101608886	1.09213908457912e-20	1.82990545187245e-19	ENSG00000169258.7	5	176595802	176610156	-
HSPB3	-1.37246202868328	0.000166792248123401	0.000365221491787753	ENSG00000169271.3	5	54455699	54456377	+
KCNAB1	-1.4842747831877	4.17924700037569e-20	6.8391341472813e-19	ENSG00000169282.18	3	156037701	156539138	+
IL1RAPL1	1.47172173711476	1.06712577958679e-08	3.93872647285626e-08	ENSG00000169306.10	X	28587446	29956718	+
P2RY12	-1.32392399657444	7.22200376992923e-17	7.35600723330711e-16	ENSG00000169313.10	3	151336843	151384753	-
OR5AU1	-4.38620218297812	1.06206135595014e-20	1.76473592041285e-19	ENSG00000169327.5	14	21148370	21159060	-
PDILT	-1.32464416230227	3.92841217511229e-07	1.22937339923121e-06	ENSG00000169340.10	16	20359175	20404737	-
ELSPBP1	-6.11432302615747	2.65058308884268e-08	7.43882346422487e-08	ENSG00000169393.10	19	47994632	48025154	+
RNASE3	-1.33961669965248	9.04632002105453e-07	2.70771828692442e-06	ENSG00000169397.4	14	20891385	20892348	+
SPRR1A	-1.44009020255693	3.79235074381389e-05	8.56487854749034e-05	ENSG00000169474.5	1	152984081	152985814	+
PLEKHA2	-1.27345090382556	3.96276025800296e-35	3.75120557839506e-33	ENSG00000169499.15	8	38901235	38973912	+
CLIC4	-1.02622742706567	3.21815277754405e-26	1.0925759103054e-24	ENSG00000169504.15	1	24745382	24844321	+
CCDC8	-1.32149717245126	4.1774373318381e-19	5.91008770178169e-18	ENSG00000169515.8	19	46410329	46413564	-
MUC15	-2.62012402402988	8.69823769463754e-28	3.80350010121382e-26	ENSG00000169550.14	11	26559032	26572263	-
ZEB2	-1.04839274873185	6.79714941074397e-14	4.98780926869802e-13	ENSG00000169554.23	2	144364364	144521057	-
GJB1	1.39373871402554	1.68795968071868e-20	2.93571485768311e-19	ENSG00000169562.13	X	71212811	71225516	+
BNC1	-1.29865988545773	3.16731022688115e-09	1.30426561700888e-08	ENSG00000169594.14	15	83255884	83284664	-
CKAP2L	1.16797651409888	3.71763357861214e-11	1.86606894069458e-10	ENSG00000169607.13	2	112736349	112764664	-
BOLA2B	1.11093228740863	1.17458518330976e-14	9.12104003732626e-14	ENSG00000169627.9	16	30192932	30194306	-
DRD5	-1.3419012030466	2.43664434171622e-09	9.91806913271536e-09	ENSG00000169676.6	4	9781634	9784009	+
BUB1	1.31132033358724	2.42519984815715e-15	2.02128240164113e-14	ENSG00000169679.15	2	110637528	110678063	-
CHRNA5	1.12230440544469	7.90489990869616e-12	4.49076239786947e-11	ENSG00000169684.13	15	78565520	78595269	+
FASN	1.45137893639426	1.65958691249474e-20	2.85014518614649e-19	ENSG00000169710.9	17	82078338	82098294	-
DUS1L	1.05193382797436	2.7224500906185e-23	6.84278935998219e-22	ENSG00000169718.18	17	82057506	82065887	-
RAC3	1.29097634665286	1.64895988732452e-21	3.15624088087315e-20	ENSG00000169750.9	17	82031678	82034204	+
PCDH7	-1.85706791867717	1.66453856385507e-30	9.49195364257301e-29	ENSG00000169851.16	4	30720369	31146805	+
ROBO1	-1.12948573545634	2.50045615467293e-18	3.06406172574835e-17	ENSG00000169855.21	3	78597239	79767998	-
CTNND2	1.11945750243113	2.79723007541484e-18	3.59809426714549e-17	ENSG00000169862.20	5	10971836	11904446	-
REPS2	1.09879828935947	6.38140777366276e-18	7.3961274027147e-17	ENSG00000169891.18	X	16946658	17153272	+
ZFPM2	-1.11537736130789	2.25030935142302e-09	9.0361171411603e-09	ENSG00000169946.14	8	104590733	105804539	+
GPR37L1	-1.11245823687461	6.43650445088856e-11	3.14136616813608e-10	ENSG00000170075.10	1	202122886	202133592	+
NSG2	-1.31520697435763	0.0209328878852863	0.0324326173145658	ENSG00000170091.11	5	174045706	174243501	+
SERPINA6	2.84961548671399	2.15536500588013e-05	5.33790543677263e-05	ENSG00000170099.6	14	94304248	94323389	-
FOXD4	1.49737232016626	5.16790401134651e-15	4.14227383728128e-14	ENSG00000170122.6	9	116231	118417	-
HOXD4	-1.8917796363959	1.23244578468249e-22	2.66160525902726e-21	ENSG00000170166.6	2	176151550	176153226	+
HOXD12	-1.65264067055769	2.21085813907087e-14	1.62794654369777e-13	ENSG00000170178.7	2	176099795	176102489	+
SLC16A5	-1.6205108338293	2.50843682507192e-20	4.39236803160289e-19	ENSG00000170190.16	17	75087727	75106162	+
ADRA1B	-1.54062496405681	4.34926899665293e-15	3.53618937863709e-14	ENSG00000170214.5	5	159865080	159973012	+
FAXDC2	-1.41289285682452	2.76847424209068e-26	1.01299258802851e-24	ENSG00000170271.11	5	154818492	154859252	-
CNGB3	1.40253285607767	0.000195617808480153	0.000395614237743776	ENSG00000170289.13	8	86553977	86743675	-
CST2	3.48693303469919	1.94037393672662e-34	1.58050977883299e-32	ENSG00000170369.4	20	23823769	23826729	-
EMX2	-6.77987833951445	9.64401583061566e-122	3.0353973872483e-118	ENSG00000170370.12	10	117542445	117549546	+
CST1	2.6821608722009	2.17537652980462e-09	9.64633515379517e-09	ENSG00000170373.9	20	23747562	23751268	-
ZNF804A	-1.58201592789307	2.61719294640984e-19	3.80069280545201e-18	ENSG00000170396.9	2	184598529	184939492	+
ADORA2B	-1.00741351586505	7.46701400195516e-11	3.59197064516617e-10	ENSG00000170425.4	17	15945130	15975746	+
SDR9C7	1.20826655307695	9.33917235629412e-06	2.3435717102011e-05	ENSG00000170426.2	12	56923133	56934408	-
KRT75	2.57784821038286	1.0794047521527e-07	3.63006145361538e-07	ENSG00000170454.6	12	52424070	52434371	-
MZB1	1.47115003034437	7.8885315971363e-15	6.55149183881035e-14	ENSG00000170476.16	5	139387467	139390081	-
KRT4	-2.06758578880187	8.02593465741288e-12	4.82093964060328e-11	ENSG00000170477.13	12	52806549	52814116	-
KRT74	-1.35797715854888	3.88126988325489e-07	1.2159708372476e-06	ENSG00000170484.10	12	52565782	52573843	-
KRT72	3.86665573206635	1.22997974326334e-13	8.32512369675757e-13	ENSG00000170486.11	12	52585589	52601538	-
HSD17B13	-2.53733326394246	6.63959312985753e-18	8.02535918131813e-17	ENSG00000170509.12	4	87303789	87322886	-
COX7B2	4.08190596069574	8.51383826795243e-05	0.000186403481995207	ENSG00000170516.17	4	46734827	46909245	-
KRT83	-1.28905717975705	0.0115008333610242	0.0181137605804721	ENSG00000170523.3	12	52314301	52321398	-
PFKFB3	-1.07000229835731	1.92157036775096e-21	3.69410440969509e-20	ENSG00000170525.21	10	6144934	6254644	+
IRX1	-1.83099749963323	4.40361021188351e-06	1.19886951606187e-05	ENSG00000170549.4	5	3595832	3601403	+
SIX2	-1.27667282319315	2.58131045745797e-11	1.36796846452837e-10	ENSG00000170577.8	2	45005182	45009452	-
OR10A3	-1.44308741789291	4.657306377488e-09	1.75702137469906e-08	ENSG00000170683.7	11	7937171	7941708	-
HOXB9	-3.74712699474467	5.10100750170227e-54	1.33482518237284e-51	ENSG00000170689.10	17	48621156	48626358	-
TTLL6	1.07134138832709	2.62203535464598e-16	2.49455532768665e-15	ENSG00000170703.16	17	48762234	48817229	-
SYT9	-1.70583577825944	1.15090797744158e-15	1.00446024693384e-14	ENSG00000170743.17	11	7238778	7469043	+
GPR37	1.23496064427452	1.86615490743971e-16	1.88337765121293e-15	ENSG00000170775.3	7	124743885	124765792	-
PLA2G1B	1.65072055702189	2.38380972108753e-16	2.278081470734e-15	ENSG00000170890.14	12	120322115	120327779	-
TRH	-3.04098135873034	2.62433788930938e-18	3.13009000148446e-17	ENSG00000170893.4	3	129974688	129977935	+
PAQR8	-2.58398498575387	4.27511782274912e-76	2.88336052797689e-73	ENSG00000170915.9	6	52361421	52407777	+
